Education,Policy Type,Sales Channel,State,Vehicle Class,Response,EmploymentStatus,Marital Status,Coverage,Policy,Vehicle Size,Renew Offer Type,Location Code,Gender,Effective To Date,Expiry_date,Expiry_year,Expiry_month,Expiry_week_in_year,Expiry_day_of_week,Expiry_day_of_month
College,Personal Auto,Call Center,California,Four-Door Car,No,Unemployed,Single,Extended,Personal L3,Small,Offer4,Suburban,M,1/16/11,2011-01-16,2011,1,2,6,16
Master,Corporate Auto,Agent,California,Four-Door Car,No,Employed,Married,Extended,Corporate L1,Medsize,Offer1,Suburban,F,1/13/11,2011-01-13,2011,1,2,3,13
College,Personal Auto,Web,California,SUV,No,Disabled,Married,Basic,Personal L3,Small,Offer1,Suburban,M,1/17/11,2011-01-17,2011,1,3,0,17
Master,Personal Auto,Agent,California,Two-Door Car,Yes,Employed,Married,Premium,Personal L2,Medsize,Offer1,Rural,M,1/26/11,2011-01-26,2011,1,4,2,26
Bachelor,Personal Auto,Agent,California,Four-Door Car,No,Employed,Divorced,Basic,Personal L1,Small,Offer2,Suburban,M,2/7/11,2011-02-07,2011,2,6,0,7
College,Corporate Auto,Call Center,California,Two-Door Car,No,Employed,Married,Basic,Corporate L3,Medsize,Offer4,Suburban,M,2/15/11,2011-02-15,2011,2,7,1,15
Bachelor,Corporate Auto,Call Center,California,Four-Door Car,No,Employed,Married,Extended,Corporate L2,Medsize,Offer2,Suburban,F,1/7/11,2011-01-07,2011,1,1,4,7
College,Personal Auto,Call Center,California,Four-Door Car,No,Employed,Divorced,Basic,Personal L2,Medsize,Offer4,Suburban,F,2/23/11,2011-02-23,2011,2,8,2,23
High School or Below,Corporate Auto,Call Center,California,Sports Car,No,Medical Leave,Divorced,Extended,Corporate L3,Medsize,Offer3,Suburban,M,2/28/11,2011-02-28,2011,2,9,0,28
Bachelor,Personal Auto,Branch,California,Two-Door Car,No,Medical Leave,Married,Basic,Personal L2,Medsize,Offer1,Suburban,F,2/4/11,2011-02-04,2011,2,5,4,4
Master,Personal Auto,Call Center,California,SUV,No,Employed,Married,Extended,Personal L2,Medsize,Offer1,Urban,F,1/30/11,2011-01-30,2011,1,4,6,30
High School or Below,Personal Auto,Call Center,California,Sports Car,No,Employed,Single,Basic,Personal L3,Small,Offer3,Suburban,M,1/30/11,2011-01-30,2011,1,4,6,30
College,Personal Auto,Branch,California,Four-Door Car,No,Employed,Married,Basic,Personal L3,Medsize,Offer1,Rural,F,1/27/11,2011-01-27,2011,1,4,3,27
Bachelor,Corporate Auto,Call Center,California,Luxury Car,No,Unemployed,Single,Basic,Corporate L1,Medsize,Offer2,Suburban,M,2/17/11,2011-02-17,2011,2,7,3,17
Doctor,Personal Auto,Branch,California,Sports Car,No,Unemployed,Married,Basic,Personal L3,Medsize,Offer2,Suburban,F,1/27/11,2011-01-27,2011,1,4,3,27
College,Personal Auto,Call Center,California,Two-Door Car,No,Employed,Married,Basic,Personal L2,Small,Offer2,Suburban,M,1/1/11,2011-01-01,2011,1,52,5,1
High School or Below,Personal Auto,Call Center,California,SUV,No,Unemployed,Married,Premium,Personal L1,Medsize,Offer1,Suburban,F,2/6/11,2011-02-06,2011,2,5,6,6
Bachelor,Corporate Auto,Web,California,Four-Door Car,Yes,Retired,Divorced,Basic,Corporate L3,Medsize,Offer2,Suburban,M,2/17/11,2011-02-17,2011,2,7,3,17
College,Corporate Auto,Web,California,SUV,No,Unemployed,Single,Extended,Corporate L2,Medsize,Offer1,Suburban,F,1/16/11,2011-01-16,2011,1,2,6,16
High School or Below,Personal Auto,Branch,California,Four-Door Car,No,Employed,Divorced,Basic,Personal L2,Medsize,Offer2,Suburban,M,2/3/11,2011-02-03,2011,2,5,3,3
High School or Below,Corporate Auto,Agent,California,Four-Door Car,No,Employed,Married,Basic,Corporate L3,Small,Offer1,Suburban,M,2/10/11,2011-02-10,2011,2,6,3,10
High School or Below,Personal Auto,Agent,California,Four-Door Car,No,Employed,Married,Extended,Personal L2,Medsize,Offer2,Urban,M,2/28/11,2011-02-28,2011,2,9,0,28
High School or Below,Personal Auto,Web,California,Two-Door Car,No,Medical Leave,Married,Basic,Personal L2,Small,Offer4,Suburban,F,1/16/11,2011-01-16,2011,1,2,6,16
College,Personal Auto,Agent,California,Luxury Car,No,Employed,Divorced,Basic,Personal L3,Medsize,Offer1,Suburban,M,2/6/11,2011-02-06,2011,2,5,6,6
Bachelor,Personal Auto,Branch,California,Four-Door Car,No,Unemployed,Single,Basic,Personal L3,Medsize,Offer1,Suburban,M,1/25/11,2011-01-25,2011,1,4,1,25
College,Corporate Auto,Agent,California,SUV,No,Disabled,Married,Basic,Corporate L1,Medsize,Offer1,Suburban,F,1/25/11,2011-01-25,2011,1,4,1,25
Master,Personal Auto,Branch,California,Sports Car,No,Unemployed,Married,Basic,Personal L3,Medsize,Offer4,Suburban,M,1/25/11,2011-01-25,2011,1,4,1,25
Bachelor,Personal Auto,Agent,California,Two-Door Car,No,Employed,Married,Basic,Personal L2,Medsize,Offer3,Rural,F,1/22/11,2011-01-22,2011,1,3,5,22
Bachelor,Personal Auto,Web,California,Two-Door Car,Yes,Employed,Married,Basic,Personal L1,Medsize,Offer2,Rural,F,1/25/11,2011-01-25,2011,1,4,1,25
College,Corporate Auto,Agent,California,Sports Car,No,Employed,Married,Basic,Corporate L3,Medsize,Offer1,Urban,M,2/11/11,2011-02-11,2011,2,6,4,11
High School or Below,Corporate Auto,Agent,California,Sports Car,No,Unemployed,Single,Extended,Corporate L2,Medsize,Offer1,Suburban,F,1/28/11,2011-01-28,2011,1,4,4,28
High School or Below,Personal Auto,Call Center,California,SUV,No,Employed,Married,Extended,Personal L2,Medsize,Offer1,Urban,F,2/8/11,2011-02-08,2011,2,6,1,8
College,Corporate Auto,Branch,California,SUV,No,Unemployed,Married,Extended,Corporate L3,Medsize,Offer3,Suburban,M,2/16/11,2011-02-16,2011,2,7,2,16
College,Personal Auto,Web,California,Four-Door Car,No,Employed,Married,Basic,Personal L2,Small,Offer3,Rural,F,2/21/11,2011-02-21,2011,2,8,0,21
Bachelor,Personal Auto,Call Center,California,Two-Door Car,Yes,Employed,Married,Basic,Personal L2,Medsize,Offer2,Suburban,M,1/26/11,2011-01-26,2011,1,4,2,26
High School or Below,Personal Auto,Agent,California,Four-Door Car,No,Employed,Divorced,Basic,Personal L3,Medsize,Offer2,Urban,F,2/13/11,2011-02-13,2011,2,6,6,13
Master,Personal Auto,Agent,California,SUV,No,Employed,Married,Basic,Personal L3,Medsize,Offer4,Suburban,M,2/1/11,2011-02-01,2011,2,5,1,1
College,Corporate Auto,Web,California,Four-Door Car,No,Employed,Married,Premium,Corporate L1,Medsize,Offer4,Rural,M,1/25/11,2011-01-25,2011,1,4,1,25
Bachelor,Personal Auto,Agent,California,Two-Door Car,No,Unemployed,Single,Basic,Personal L3,Large,Offer1,Suburban,F,2/6/11,2011-02-06,2011,2,5,6,6
High School or Below,Personal Auto,Agent,California,Four-Door Car,No,Employed,Married,Basic,Personal L2,Medsize,Offer3,Rural,M,2/21/11,2011-02-21,2011,2,8,0,21
Bachelor,Personal Auto,Agent,California,Four-Door Car,No,Employed,Married,Extended,Personal L1,Small,Offer3,Suburban,M,1/23/11,2011-01-23,2011,1,3,6,23
Bachelor,Corporate Auto,Branch,California,Two-Door Car,No,Unemployed,Single,Extended,Corporate L3,Medsize,Offer3,Suburban,M,2/23/11,2011-02-23,2011,2,8,2,23
High School or Below,Corporate Auto,Web,California,Sports Car,No,Employed,Single,Basic,Corporate L2,Medsize,Offer3,Urban,M,1/19/11,2011-01-19,2011,1,3,2,19
Bachelor,Personal Auto,Agent,California,Four-Door Car,No,Employed,Single,Extended,Personal L2,Medsize,Offer1,Urban,F,1/31/11,2011-01-31,2011,1,5,0,31
Bachelor,Corporate Auto,Branch,California,Two-Door Car,No,Medical Leave,Married,Extended,Corporate L3,Small,Offer1,Suburban,M,1/17/11,2011-01-17,2011,1,3,0,17
Bachelor,Personal Auto,Call Center,California,Two-Door Car,No,Disabled,Married,Basic,Personal L2,Medsize,Offer2,Suburban,M,2/21/11,2011-02-21,2011,2,8,0,21
Bachelor,Personal Auto,Agent,California,Four-Door Car,No,Employed,Divorced,Basic,Personal L2,Large,Offer1,Urban,F,2/7/11,2011-02-07,2011,2,6,0,7
Master,Personal Auto,Call Center,California,Four-Door Car,No,Employed,Married,Basic,Personal L3,Large,Offer3,Urban,F,1/15/11,2011-01-15,2011,1,2,5,15
High School or Below,Personal Auto,Agent,California,Two-Door Car,No,Unemployed,Single,Basic,Personal L3,Medsize,Offer1,Suburban,F,2/2/11,2011-02-02,2011,2,5,2,2
Master,Personal Auto,Branch,California,Four-Door Car,No,Medical Leave,Single,Basic,Personal L2,Small,Offer4,Suburban,F,1/6/11,2011-01-06,2011,1,1,3,6
High School or Below,Personal Auto,Agent,California,SUV,Yes,Retired,Divorced,Extended,Personal L2,Medsize,Offer2,Suburban,M,2/18/11,2011-02-18,2011,2,7,4,18
High School or Below,Personal Auto,Agent,California,Four-Door Car,No,Disabled,Married,Extended,Personal L1,Small,Offer2,Suburban,M,2/16/11,2011-02-16,2011,2,7,2,16
Bachelor,Personal Auto,Call Center,California,Four-Door Car,Yes,Employed,Married,Basic,Personal L1,Medsize,Offer2,Rural,M,1/11/11,2011-01-11,2011,1,2,1,11
Bachelor,Personal Auto,Agent,California,Sports Car,No,Unemployed,Single,Basic,Personal L3,Medsize,Offer1,Suburban,M,2/15/11,2011-02-15,2011,2,7,1,15
College,Personal Auto,Web,California,Four-Door Car,No,Employed,Married,Basic,Personal L1,Small,Offer4,Suburban,F,1/27/11,2011-01-27,2011,1,4,3,27
College,Personal Auto,Web,California,SUV,No,Employed,Married,Basic,Personal L2,Medsize,Offer2,Rural,M,2/6/11,2011-02-06,2011,2,5,6,6
Bachelor,Personal Auto,Branch,California,Two-Door Car,No,Unemployed,Single,Basic,Personal L2,Medsize,Offer2,Suburban,M,1/21/11,2011-01-21,2011,1,3,4,21
Bachelor,Personal Auto,Agent,California,Four-Door Car,No,Employed,Married,Basic,Personal L1,Small,Offer1,Suburban,F,1/4/11,2011-01-04,2011,1,1,1,4
Master,Personal Auto,Branch,California,SUV,No,Unemployed,Divorced,Extended,Personal L2,Medsize,Offer1,Suburban,M,1/14/11,2011-01-14,2011,1,2,4,14
Bachelor,Personal Auto,Agent,California,SUV,No,Unemployed,Single,Extended,Personal L2,Medsize,Offer2,Suburban,M,1/24/11,2011-01-24,2011,1,4,0,24
Master,Personal Auto,Branch,California,Four-Door Car,No,Employed,Single,Basic,Personal L2,Medsize,Offer2,Urban,M,2/19/11,2011-02-19,2011,2,7,5,19
Bachelor,Corporate Auto,Agent,California,Two-Door Car,No,Employed,Divorced,Extended,Corporate L3,Small,Offer1,Rural,F,2/26/11,2011-02-26,2011,2,8,5,26
High School or Below,Corporate Auto,Branch,California,Four-Door Car,No,Employed,Married,Premium,Corporate L2,Small,Offer1,Suburban,M,2/14/11,2011-02-14,2011,2,7,0,14
Bachelor,Personal Auto,Branch,California,Luxury Car,No,Unemployed,Single,Extended,Personal L2,Medsize,Offer1,Suburban,F,1/8/11,2011-01-08,2011,1,1,5,8
Bachelor,Personal Auto,Branch,California,Four-Door Car,No,Employed,Married,Basic,Personal L1,Medsize,Offer1,Suburban,F,2/19/11,2011-02-19,2011,2,7,5,19
Doctor,Personal Auto,Call Center,California,Two-Door Car,No,Employed,Married,Premium,Personal L2,Small,Offer4,Suburban,M,1/19/11,2011-01-19,2011,1,3,2,19
Master,Corporate Auto,Branch,California,Two-Door Car,No,Employed,Single,Extended,Corporate L3,Medsize,Offer2,Urban,F,2/16/11,2011-02-16,2011,2,7,2,16
Master,Personal Auto,Agent,California,SUV,No,Employed,Married,Basic,Personal L2,Small,Offer3,Suburban,M,1/4/11,2011-01-04,2011,1,1,1,4
High School or Below,Personal Auto,Agent,California,Four-Door Car,No,Employed,Single,Basic,Personal L1,Medsize,Offer1,Suburban,F,1/13/11,2011-01-13,2011,1,2,3,13
High School or Below,Corporate Auto,Branch,California,Four-Door Car,No,Unemployed,Single,Premium,Corporate L3,Large,Offer3,Suburban,M,1/5/11,2011-01-05,2011,1,1,2,5
Bachelor,Personal Auto,Agent,California,Four-Door Car,No,Unemployed,Divorced,Basic,Personal L3,Medsize,Offer1,Rural,F,2/25/11,2011-02-25,2011,2,8,4,25
High School or Below,Personal Auto,Agent,California,Four-Door Car,No,Retired,Single,Premium,Personal L3,Medsize,Offer1,Suburban,M,1/17/11,2011-01-17,2011,1,3,0,17
College,Personal Auto,Agent,California,Four-Door Car,No,Employed,Divorced,Extended,Personal L3,Medsize,Offer3,Urban,M,1/23/11,2011-01-23,2011,1,3,6,23
College,Personal Auto,Agent,California,Four-Door Car,No,Employed,Single,Basic,Personal L2,Medsize,Offer3,Suburban,F,2/27/11,2011-02-27,2011,2,8,6,27
College,Corporate Auto,Agent,California,SUV,No,Employed,Married,Basic,Corporate L2,Medsize,Offer1,Urban,M,1/17/11,2011-01-17,2011,1,3,0,17
College,Corporate Auto,Branch,California,Four-Door Car,Yes,Retired,Divorced,Extended,Corporate L2,Medsize,Offer1,Suburban,F,2/16/11,2011-02-16,2011,2,7,2,16
Master,Personal Auto,Agent,California,Two-Door Car,Yes,Employed,Married,Premium,Personal L2,Medsize,Offer1,Rural,M,1/26/11,2011-01-26,2011,1,4,2,26
Master,Personal Auto,Web,California,Four-Door Car,No,Employed,Married,Basic,Personal L1,Medsize,Offer2,Suburban,M,2/7/11,2011-02-07,2011,2,6,0,7
Bachelor,Corporate Auto,Call Center,California,Four-Door Car,No,Unemployed,Single,Basic,Corporate L1,Small,Offer1,Suburban,F,1/22/11,2011-01-22,2011,1,3,5,22
High School or Below,Personal Auto,Branch,California,Four-Door Car,No,Retired,Divorced,Basic,Personal L3,Medsize,Offer4,Suburban,M,1/19/11,2011-01-19,2011,1,3,2,19
High School or Below,Personal Auto,Branch,California,Two-Door Car,Yes,Employed,Single,Extended,Personal L2,Small,Offer2,Suburban,M,1/20/11,2011-01-20,2011,1,3,3,20
High School or Below,Personal Auto,Call Center,California,SUV,No,Employed,Single,Extended,Personal L1,Medsize,Offer1,Suburban,F,1/29/11,2011-01-29,2011,1,4,5,29
Bachelor,Corporate Auto,Branch,California,Four-Door Car,No,Unemployed,Single,Basic,Corporate L3,Medsize,Offer1,Suburban,M,1/23/11,2011-01-23,2011,1,3,6,23
High School or Below,Corporate Auto,Agent,California,Two-Door Car,No,Employed,Married,Extended,Corporate L2,Medsize,Offer4,Urban,M,2/18/11,2011-02-18,2011,2,7,4,18
Master,Personal Auto,Web,California,SUV,Yes,Disabled,Divorced,Premium,Personal L2,Medsize,Offer1,Suburban,F,2/13/11,2011-02-13,2011,2,6,6,13
High School or Below,Corporate Auto,Branch,California,SUV,No,Employed,Married,Premium,Corporate L3,Small,Offer4,Rural,M,2/10/11,2011-02-10,2011,2,6,3,10
Master,Personal Auto,Agent,California,SUV,No,Employed,Single,Basic,Personal L2,Large,Offer1,Urban,F,1/28/11,2011-01-28,2011,1,4,4,28
Bachelor,Personal Auto,Call Center,California,SUV,No,Unemployed,Single,Extended,Personal L2,Large,Offer2,Suburban,F,1/27/11,2011-01-27,2011,1,4,3,27
College,Personal Auto,Branch,California,Four-Door Car,No,Employed,Single,Extended,Personal L3,Medsize,Offer3,Urban,F,1/8/11,2011-01-08,2011,1,1,5,8
College,Personal Auto,Web,California,Four-Door Car,No,Employed,Married,Basic,Personal L3,Medsize,Offer2,Suburban,F,1/19/11,2011-01-19,2011,1,3,2,19
High School or Below,Corporate Auto,Call Center,California,Four-Door Car,No,Unemployed,Married,Basic,Corporate L1,Medsize,Offer4,Suburban,F,1/11/11,2011-01-11,2011,1,2,1,11
College,Personal Auto,Call Center,California,Four-Door Car,No,Unemployed,Single,Basic,Personal L3,Medsize,Offer4,Suburban,F,1/18/11,2011-01-18,2011,1,3,1,18
Bachelor,Personal Auto,Call Center,California,SUV,No,Employed,Married,Extended,Personal L2,Medsize,Offer1,Rural,F,1/2/11,2011-01-02,2011,1,52,6,2
Bachelor,Personal Auto,Agent,California,Four-Door Car,No,Unemployed,Single,Basic,Personal L1,Large,Offer1,Suburban,M,1/17/11,2011-01-17,2011,1,3,0,17
College,Corporate Auto,Agent,California,Four-Door Car,No,Employed,Married,Basic,Corporate L3,Medsize,Offer1,Suburban,M,2/15/11,2011-02-15,2011,2,7,1,15
Bachelor,Corporate Auto,Branch,California,Two-Door Car,No,Retired,Married,Basic,Corporate L2,Medsize,Offer1,Suburban,F,2/23/11,2011-02-23,2011,2,8,2,23
Master,Personal Auto,Branch,California,Two-Door Car,No,Employed,Single,Extended,Personal L2,Medsize,Offer3,Suburban,M,2/27/11,2011-02-27,2011,2,8,6,27
College,Corporate Auto,Web,California,Four-Door Car,No,Medical Leave,Divorced,Extended,Corporate L3,Small,Offer4,Suburban,F,1/30/11,2011-01-30,2011,1,4,6,30
Bachelor,Personal Auto,Branch,California,Four-Door Car,No,Unemployed,Married,Premium,Personal L2,Medsize,Offer1,Suburban,F,2/11/11,2011-02-11,2011,2,6,4,11
Master,Personal Auto,Call Center,California,Four-Door Car,No,Employed,Married,Extended,Personal L2,Medsize,Offer2,Suburban,M,1/22/11,2011-01-22,2011,1,3,5,22
Bachelor,Personal Auto,Agent,California,Two-Door Car,No,Employed,Married,Basic,Personal L3,Medsize,Offer1,Suburban,M,1/6/11,2011-01-06,2011,1,1,3,6
High School or Below,Personal Auto,Agent,California,Two-Door Car,No,Employed,Married,Extended,Personal L3,Medsize,Offer4,Suburban,F,1/6/11,2011-01-06,2011,1,1,3,6
Doctor,Corporate Auto,Agent,California,Four-Door Car,No,Medical Leave,Married,Basic,Corporate L1,Small,Offer4,Suburban,M,2/11/11,2011-02-11,2011,2,6,4,11
High School or Below,Personal Auto,Web,California,Sports Car,No,Unemployed,Single,Basic,Personal L3,Medsize,Offer1,Suburban,F,2/20/11,2011-02-20,2011,2,7,6,20
College,Personal Auto,Branch,California,Four-Door Car,Yes,Medical Leave,Married,Basic,Personal L2,Medsize,Offer1,Suburban,M,2/5/11,2011-02-05,2011,2,5,5,5
Bachelor,Personal Auto,Call Center,California,SUV,No,Employed,Married,Basic,Personal L1,Small,Offer2,Suburban,M,1/25/11,2011-01-25,2011,1,4,1,25
Bachelor,Corporate Auto,Branch,California,Four-Door Car,No,Employed,Married,Extended,Corporate L3,Small,Offer2,Rural,M,2/3/11,2011-02-03,2011,2,5,3,3
College,Corporate Auto,Call Center,California,SUV,No,Employed,Single,Basic,Corporate L2,Small,Offer1,Suburban,F,1/8/11,2011-01-08,2011,1,1,5,8
High School or Below,Personal Auto,Agent,California,SUV,No,Employed,Married,Basic,Personal L2,Small,Offer2,Urban,M,1/24/11,2011-01-24,2011,1,4,0,24
College,Corporate Auto,Agent,California,SUV,No,Unemployed,Single,Basic,Corporate L3,Medsize,Offer1,Suburban,F,1/1/11,2011-01-01,2011,1,52,5,1
High School or Below,Personal Auto,Branch,California,Two-Door Car,No,Employed,Married,Extended,Personal L2,Medsize,Offer3,Rural,M,1/27/11,2011-01-27,2011,1,4,3,27
High School or Below,Personal Auto,Branch,California,Two-Door Car,No,Employed,Married,Basic,Personal L2,Small,Offer4,Suburban,M,1/20/11,2011-01-20,2011,1,3,3,20
College,Personal Auto,Agent,California,Four-Door Car,No,Employed,Divorced,Basic,Personal L3,Medsize,Offer1,Urban,M,1/30/11,2011-01-30,2011,1,4,6,30
Bachelor,Personal Auto,Web,California,Four-Door Car,No,Employed,Married,Basic,Personal L3,Medsize,Offer4,Rural,F,1/20/11,2011-01-20,2011,1,3,3,20
Bachelor,Corporate Auto,Agent,California,SUV,No,Employed,Married,Basic,Corporate L1,Medsize,Offer1,Rural,F,1/15/11,2011-01-15,2011,1,2,5,15
High School or Below,Personal Auto,Call Center,California,SUV,No,Employed,Married,Extended,Personal L3,Medsize,Offer3,Rural,M,1/14/11,2011-01-14,2011,1,2,4,14
High School or Below,Personal Auto,Call Center,California,Two-Door Car,Yes,Employed,Married,Extended,Personal L2,Large,Offer2,Suburban,M,1/7/11,2011-01-07,2011,1,1,4,7
Bachelor,Personal Auto,Agent,California,Four-Door Car,No,Employed,Married,Extended,Personal L1,Medsize,Offer4,Suburban,M,2/2/11,2011-02-02,2011,2,5,2,2
College,Corporate Auto,Branch,California,Four-Door Car,No,Employed,Married,Basic,Corporate L3,Medsize,Offer4,Suburban,M,2/10/11,2011-02-10,2011,2,6,3,10
College,Corporate Auto,Branch,California,SUV,No,Employed,Single,Basic,Corporate L2,Medsize,Offer3,Suburban,M,1/27/11,2011-01-27,2011,1,4,3,27
College,Personal Auto,Call Center,California,SUV,No,Employed,Married,Basic,Personal L2,Medsize,Offer3,Rural,F,2/20/11,2011-02-20,2011,2,7,6,20
College,Corporate Auto,Web,California,Two-Door Car,No,Employed,Married,Basic,Corporate L3,Medsize,Offer3,Suburban,M,1/2/11,2011-01-02,2011,1,52,6,2
Bachelor,Personal Auto,Call Center,California,SUV,No,Employed,Single,Basic,Personal L2,Small,Offer1,Rural,F,2/20/11,2011-02-20,2011,2,7,6,20
Master,Personal Auto,Branch,California,SUV,Yes,Employed,Single,Basic,Personal L2,Large,Offer2,Suburban,F,1/17/11,2011-01-17,2011,1,3,0,17
High School or Below,Personal Auto,Call Center,California,Four-Door Car,No,Employed,Divorced,Extended,Personal L3,Medsize,Offer1,Suburban,M,1/13/11,2011-01-13,2011,1,2,3,13
Bachelor,Personal Auto,Call Center,California,SUV,No,Unemployed,Single,Basic,Personal L3,Medsize,Offer1,Suburban,F,1/6/11,2011-01-06,2011,1,1,3,6
College,Corporate Auto,Call Center,California,SUV,Yes,Employed,Married,Basic,Corporate L1,Medsize,Offer2,Suburban,M,1/11/11,2011-01-11,2011,1,2,1,11
College,Personal Auto,Agent,California,SUV,No,Employed,Married,Basic,Personal L3,Small,Offer4,Suburban,F,2/12/11,2011-02-12,2011,2,6,5,12
Master,Personal Auto,Agent,California,Two-Door Car,Yes,Employed,Married,Premium,Personal L2,Medsize,Offer1,Rural,M,1/26/11,2011-01-26,2011,1,4,2,26
High School or Below,Personal Auto,Web,California,Four-Door Car,No,Unemployed,Single,Extended,Personal L1,Small,Offer2,Suburban,M,2/26/11,2011-02-26,2011,2,8,5,26
High School or Below,Corporate Auto,Call Center,California,SUV,No,Employed,Divorced,Basic,Corporate L3,Medsize,Offer3,Suburban,M,2/14/11,2011-02-14,2011,2,7,0,14
Bachelor,Corporate Auto,Branch,California,Four-Door Car,No,Unemployed,Single,Basic,Corporate L2,Small,Offer1,Suburban,M,2/2/11,2011-02-02,2011,2,5,2,2
Bachelor,Personal Auto,Web,California,Two-Door Car,Yes,Employed,Married,Basic,Personal L2,Medsize,Offer2,Rural,F,1/25/11,2011-01-25,2011,1,4,1,25
Bachelor,Corporate Auto,Call Center,California,Sports Car,No,Employed,Single,Extended,Corporate L3,Small,Offer2,Suburban,F,2/3/11,2011-02-03,2011,2,5,3,3
Bachelor,Personal Auto,Web,California,SUV,No,Employed,Married,Premium,Personal L2,Medsize,Offer2,Suburban,F,2/16/11,2011-02-16,2011,2,7,2,16
High School or Below,Personal Auto,Agent,California,Four-Door Car,No,Unemployed,Single,Basic,Personal L2,Small,Offer1,Suburban,M,2/6/11,2011-02-06,2011,2,5,6,6
Doctor,Personal Auto,Agent,California,Four-Door Car,No,Employed,Married,Basic,Personal L3,Medsize,Offer1,Rural,F,1/4/11,2011-01-04,2011,1,1,1,4
College,Personal Auto,Web,California,SUV,No,Employed,Divorced,Extended,Personal L3,Medsize,Offer3,Suburban,F,1/20/11,2011-01-20,2011,1,3,3,20
Bachelor,Corporate Auto,Agent,California,SUV,No,Employed,Married,Extended,Corporate L1,Medsize,Offer3,Suburban,F,1/31/11,2011-01-31,2011,1,5,0,31
High School or Below,Personal Auto,Call Center,California,Four-Door Car,No,Unemployed,Married,Basic,Personal L3,Medsize,Offer1,Suburban,F,2/4/11,2011-02-04,2011,2,5,4,4
Bachelor,Personal Auto,Branch,California,Four-Door Car,No,Unemployed,Divorced,Basic,Personal L2,Medsize,Offer2,Suburban,F,2/28/11,2011-02-28,2011,2,9,0,28
Doctor,Personal Auto,Agent,California,Four-Door Car,Yes,Employed,Married,Extended,Personal L1,Medsize,Offer2,Suburban,F,1/8/11,2011-01-08,2011,1,1,5,8
High School or Below,Corporate Auto,Branch,California,Four-Door Car,No,Employed,Single,Basic,Corporate L3,Medsize,Offer1,Rural,M,1/5/11,2011-01-05,2011,1,1,2,5
Bachelor,Corporate Auto,Branch,California,Four-Door Car,No,Employed,Married,Basic,Corporate L2,Medsize,Offer1,Rural,F,1/12/11,2011-01-12,2011,1,2,2,12
College,Personal Auto,Branch,California,Two-Door Car,No,Employed,Married,Basic,Personal L2,Medsize,Offer1,Suburban,F,2/18/11,2011-02-18,2011,2,7,4,18
High School or Below,Corporate Auto,Agent,California,Four-Door Car,No,Unemployed,Divorced,Extended,Corporate L3,Medsize,Offer3,Suburban,M,1/11/11,2011-01-11,2011,1,2,1,11
High School or Below,Personal Auto,Branch,California,Two-Door Car,No,Employed,Married,Premium,Personal L2,Large,Offer2,Rural,M,1/1/11,2011-01-01,2011,1,52,5,1
Bachelor,Personal Auto,Web,California,SUV,No,Unemployed,Single,Basic,Personal L2,Medsize,Offer2,Suburban,F,1/23/11,2011-01-23,2011,1,3,6,23
Bachelor,Personal Auto,Agent,California,Two-Door Car,No,Employed,Divorced,Premium,Personal L3,Medsize,Offer3,Urban,F,2/26/11,2011-02-26,2011,2,8,5,26
High School or Below,Personal Auto,Call Center,California,Two-Door Car,Yes,Unemployed,Married,Basic,Personal L3,Medsize,Offer2,Suburban,M,2/21/11,2011-02-21,2011,2,8,0,21
Bachelor,Corporate Auto,Agent,California,Four-Door Car,No,Employed,Divorced,Extended,Corporate L1,Medsize,Offer1,Urban,M,2/28/11,2011-02-28,2011,2,9,0,28
High School or Below,Personal Auto,Branch,California,Luxury SUV,No,Unemployed,Single,Basic,Personal L3,Small,Offer1,Suburban,F,2/11/11,2011-02-11,2011,2,6,4,11
College,Personal Auto,Web,California,Four-Door Car,No,Unemployed,Married,Premium,Personal L2,Medsize,Offer1,Suburban,M,2/11/11,2011-02-11,2011,2,6,4,11
Bachelor,Personal Auto,Agent,California,Two-Door Car,No,Unemployed,Single,Basic,Personal L1,Small,Offer1,Suburban,M,2/15/11,2011-02-15,2011,2,7,1,15
College,Corporate Auto,Branch,California,Luxury Car,No,Unemployed,Single,Basic,Corporate L3,Medsize,Offer2,Suburban,M,2/28/11,2011-02-28,2011,2,9,0,28
College,Corporate Auto,Agent,California,Two-Door Car,No,Employed,Divorced,Extended,Corporate L2,Medsize,Offer3,Urban,M,2/1/11,2011-02-01,2011,2,5,1,1
Master,Personal Auto,Agent,California,SUV,No,Disabled,Married,Basic,Personal L2,Medsize,Offer2,Suburban,M,1/30/11,2011-01-30,2011,1,4,6,30
College,Corporate Auto,Agent,California,Four-Door Car,No,Employed,Single,Extended,Corporate L3,Medsize,Offer1,Suburban,F,1/5/11,2011-01-05,2011,1,1,2,5
High School or Below,Personal Auto,Call Center,California,Two-Door Car,No,Unemployed,Single,Basic,Personal L2,Medsize,Offer2,Suburban,M,1/14/11,2011-01-14,2011,1,2,4,14
High School or Below,Personal Auto,Agent,California,Four-Door Car,No,Unemployed,Single,Extended,Personal L2,Medsize,Offer1,Suburban,F,1/2/11,2011-01-02,2011,1,52,6,2
College,Personal Auto,Branch,California,Sports Car,No,Unemployed,Single,Basic,Personal L3,Medsize,Offer1,Suburban,M,2/8/11,2011-02-08,2011,2,6,1,8
College,Personal Auto,Agent,California,Four-Door Car,No,Employed,Single,Basic,Personal L3,Medsize,Offer2,Urban,F,2/14/11,2011-02-14,2011,2,7,0,14
