Months Since Policy Inception,Months Since Last Claim,Number of Policies,Monthly Premium Auto,Number of Open Complaints
37,29,3,68,0
42,0,3,63,0
0,3,6,67,0
27,23,1,65,0
22,8,2,105,1
76,21,6,86,0
72,5,3,80,0
35,21,3,86,0
59,0,2,62,0
20,7,2,105,0
27,18,3,213,0
6,4,3,61,1
17,8,9,73,2
44,24,1,61,3
2,19,2,68,3
8,17,2,114,0
63,3,2,74,0
31,1,3,73,0
60,13,5,112,0
95,5,3,109,0
68,21,1,65,0
25,23,8,110,1
1,31,3,101,0
79,5,6,88,0
31,8,1,71,0
9,6,2,107,2
65,15,1,88,1
72,17,8,76,0
64,2,1,109,0
18,20,2,91,0
8,15,7,61,4
62,19,3,97,0
89,30,1,108,0
74,4,3,89,1
20,13,9,103,0
7,1,1,65,0
63,21,3,91,0
40,3,9,105,0
57,11,2,72,0
12,16,5,62,0
6,0,7,177,0
88,26,4,134,0
65,31,3,97,2
54,8,3,89,0
59,22,4,68,1
94,8,1,111,2
91,12,3,81,1
59,12,7,113,0
36,1,3,65,1
89,8,3,70,0
38,2,4,73,0
3,17,7,110,0
51,7,2,62,1
32,6,2,126,0
59,11,2,71,0
29,20,2,68,0
56,19,1,69,0
90,16,9,71,3
59,28,1,110,1
98,23,4,92,1
3,7,2,88,0
37,0,5,70,2
60,15,4,76,1
19,17,1,72,0
10,7,1,65,0
35,6,1,68,0
79,29,9,107,0
95,2,1,62,0
57,1,7,115,0
31,16,2,109,0
91,29,6,103,0
95,10,4,68,0
40,35,4,129,0
64,17,3,73,0
75,31,9,72,0
31,27,2,93,0
52,17,2,72,0
33,25,5,64,0
31,9,2,65,0
4,14,1,66,1
94,8,8,106,0
16,19,8,64,0
65,18,2,119,0
73,17,2,73,0
99,26,3,131,0
50,25,2,96,0
74,13,2,74,0
79,26,2,63,1
66,30,5,93,0
52,12,1,96,3
25,9,4,69,0
1,30,1,108,0
9,6,1,139,0
4,31,7,116,0
66,34,2,94,0
43,2,3,61,0
84,0,3,92,0
48,25,2,77,0
67,0,8,118,0
0,15,1,71,0
91,35,6,131,0
52,6,4,70,0
25,4,4,93,3
91,4,2,108,0
4,11,1,68,1
26,15,2,102,3
87,4,1,102,0
80,5,6,64,0
93,6,7,84,0
12,11,1,64,0
31,10,2,109,0
48,19,5,61,0
48,19,1,72,0
39,18,2,101,0
60,5,8,109,0
56,16,3,76,0
73,29,2,104,0
39,30,2,73,0
92,16,2,281,1
73,3,6,111,3
75,33,1,65,0
3,7,2,88,0
12,5,6,116,0
61,10,2,64,0
18,9,4,66,1
74,2,3,107,0
88,1,2,113,0
48,6,2,61,0
42,8,3,93,1
41,4,1,71,0
21,3,2,126,0
17,12,2,70,0
21,3,1,66,0
86,23,8,170,1
83,1,1,101,4
50,8,1,65,0
15,27,2,66,0
55,10,2,115,0
34,2,5,68,0
54,23,3,138,0
39,8,9,72,0
21,25,1,110,2
60,4,1,101,0
42,28,2,70,0
72,3,1,83,3
74,8,2,82,0
94,9,2,73,0
51,18,2,71,0
99,19,2,86,1
73,1,2,66,0
34,16,5,102,0
20,11,3,114,0
45,35,3,63,0
24,22,3,100,0
42,11,4,117,0
17,12,6,95,1
97,3,1,66,0
88,4,2,64,0
62,6,3,62,0
11,20,1,138,0
52,34,1,101,4
15,19,7,184,0
35,21,7,190,1
10,13,1,65,0
6,9,1,88,2
85,7,4,93,0
66,10,4,90,0
90,16,1,65,0
12,30,2,102,0
54,25,3,106,1
53,26,2,225,0
20,31,2,93,0
23,0,5,68,1
23,8,1,65,0
18,4,1,71,0
64,27,2,72,0
11,7,1,76,0
41,19,8,74,0
51,3,2,68,0
9,17,4,109,2
4,30,2,100,2
24,22,3,102,0
73,11,1,66,0
86,5,9,101,0
49,28,2,67,0
54,11,2,106,0
47,8,8,81,0
47,4,2,73,0
7,13,4,65,3
41,15,2,119,0
78,1,1,105,0
37,30,1,64,0
20,10,6,109,0
76,29,6,97,1
15,30,7,65,0
94,14,2,69,0
70,5,1,70,2
35,17,1,111,0
77,31,3,72,0
26,9,3,110,0
38,6,7,146,0
18,34,1,115,0
64,1,3,62,0
33,0,1,112,0
11,31,1,63,0
93,12,3,112,0
51,24,3,134,0
21,6,4,155,0
46,20,2,127,1
68,9,4,103,0
34,4,2,133,0
23,28,4,88,0
57,30,4,112,0
67,1,1,123,3
63,18,1,111,0
15,2,3,116,0
51,7,1,65,0
44,3,2,62,0
83,31,1,118,0
75,30,2,136,0
85,35,2,64,0
65,28,1,68,0
51,5,2,73,0
8,12,2,118,2
82,29,1,73,0
86,6,7,113,0
9,31,4,90,0
52,13,7,74,0
36,18,1,73,1
74,18,3,70,0
16,12,1,110,0
51,2,1,115,0
85,34,1,62,0
25,10,4,95,1
0,10,1,117,0
79,12,3,69,0
82,8,6,68,5
25,28,2,132,0
69,5,7,119,0
64,25,7,104,0
22,35,2,89,0
91,2,2,103,0
41,4,1,71,0
52,31,1,65,0
76,1,1,117,0
40,2,5,137,0
59,10,2,109,0
5,11,1,63,0
15,10,2,113,0
78,23,3,80,0
6,9,9,135,0
41,33,1,92,1
84,18,8,117,4
16,27,3,65,0
63,10,1,78,0
42,26,1,62,0
29,5,1,139,0
32,14,3,67,5
55,7,9,116,0
10,12,3,139,0
8,19,1,106,0
5,16,5,63,0
27,1,1,192,0
23,1,2,240,0
49,25,3,194,0
80,2,2,70,0
56,3,2,105,0
64,8,1,117,0
35,0,3,133,0
54,27,3,88,0
73,24,2,64,0
1,13,2,124,0
36,10,2,77,1
99,10,3,116,0
54,23,9,114,0
68,15,2,117,0
15,25,6,91,0
13,26,8,113,1
28,21,1,67,0
59,30,7,100,0
83,0,7,74,0
28,12,1,99,0
59,23,1,73,0
93,10,4,68,0
43,32,2,90,0
27,23,1,65,0
32,25,4,72,0
29,15,3,70,4
4,7,2,67,0
99,8,3,61,2
49,13,7,63,0
41,6,1,63,0
56,2,3,64,0
69,15,1,62,0
37,29,1,98,0
74,6,9,102,3
2,33,8,61,0
34,35,2,192,0
25,20,2,104,0
73,12,1,89,4
71,10,1,77,0
56,3,2,105,0
68,11,1,71,0
69,2,2,129,0
34,13,1,72,0
28,18,3,137,4
15,7,5,95,0
82,14,8,67,0
9,27,2,118,0
0,27,1,80,0
45,1,2,112,0
12,12,2,87,1
50,6,2,65,0
22,14,1,88,3
27,21,4,63,0
30,32,7,66,0
37,1,4,105,0
15,22,2,115,1
96,29,1,198,5
69,28,2,73,0
69,16,8,126,0
68,9,1,69,0
12,21,1,63,0
86,18,1,116,0
51,10,1,73,0
62,6,1,110,0
57,24,1,103,1
62,32,5,229,0
51,3,1,139,0
89,3,5,134,0
66,34,4,73,0
24,22,1,65,0
90,28,5,96,5
51,29,9,63,0
62,0,1,61,0
56,14,1,82,3
84,27,3,73,0
96,8,3,87,0
12,31,1,74,0
64,15,1,82,0
3,19,2,62,2
47,21,9,64,0
50,11,1,74,0
34,34,1,127,1
31,23,3,61,0
75,8,1,83,0
66,15,8,66,0
47,15,9,122,0
62,3,1,91,2
2,11,6,123,0
20,6,9,61,1
45,0,1,80,0
8,29,9,72,1
92,30,1,103,0
21,23,2,116,0
29,15,1,96,0
83,1,1,101,4
75,2,2,115,0
89,12,1,69,0
36,34,2,106,1
5,6,1,106,0
63,11,5,117,0
79,26,2,185,0
37,9,2,68,0
15,10,2,113,0
62,6,2,70,1
36,3,9,68,0
25,23,8,110,1
90,13,3,69,0
18,11,1,104,0
6,20,4,77,0
71,18,2,69,2
19,29,1,88,0
47,1,6,61,0
36,25,1,68,0
94,22,2,74,3
45,12,1,110,1
48,19,2,68,0
66,24,5,66,0
93,28,6,99,0
71,10,1,79,0
28,12,1,99,0
44,17,7,73,0
38,23,2,122,0
8,6,1,96,0
71,8,2,71,0
15,16,1,73,2
93,24,6,189,0
93,0,5,68,3
60,29,1,70,0
99,24,2,64,0
27,7,3,104,0
38,12,1,101,0
3,7,2,88,0
9,24,1,180,2
90,7,1,69,0
48,20,6,100,0
7,23,3,72,0
42,35,2,84,0
99,28,3,121,0
59,12,7,113,0
33,30,7,69,0
25,15,5,74,0
98,20,6,136,3
49,5,2,125,3
56,11,1,64,0
77,12,2,61,0
59,0,2,62,0
20,6,1,103,0
27,23,1,65,0
86,8,9,92,0
20,33,7,97,0
23,2,2,136,0
37,27,1,65,2
31,23,6,109,0
8,4,5,70,0
89,15,1,114,0
33,13,1,112,0
6,22,8,103,0
29,25,3,71,0
50,25,1,87,0
86,4,7,89,0
6,4,2,66,2
24,20,6,110,0
87,15,1,140,0
47,11,2,69,0
9,1,2,62,5
42,13,1,74,1
32,20,2,126,0
82,8,2,96,0
35,3,5,70,0
22,5,3,70,1
49,35,1,112,0
32,21,1,64,0
40,23,8,63,0
33,11,2,79,1
29,29,9,107,0
12,16,1,112,0
52,4,4,84,1
94,10,8,64,0
96,25,8,63,0
86,24,3,72,0
3,26,3,69,0
54,3,1,95,0
60,6,1,74,0
14,20,2,67,0
43,31,7,97,0
75,25,7,103,0
17,12,6,95,1
99,3,1,96,1
23,8,1,65,0
88,5,1,132,3
51,1,1,72,0
5,17,3,64,0
71,19,8,112,0
29,1,5,237,0
52,17,2,100,0
13,15,1,114,0
86,16,2,64,0
92,11,8,61,0
29,16,2,194,0
2,5,1,131,0
36,14,2,67,1
56,1,1,63,0
13,21,2,89,0
68,7,1,69,0
62,13,9,83,0
15,29,6,103,0
76,1,1,70,4
66,1,2,97,0
72,5,5,151,0
58,30,1,93,0
14,2,9,104,0
2,21,4,96,0
31,11,2,85,0
34,30,2,63,0
70,2,9,93,0
6,22,1,83,0
60,13,1,61,0
84,14,3,65,1
12,6,1,69,0
53,1,1,64,0
12,0,5,89,0
2,23,1,65,0
10,5,1,77,0
65,4,1,69,0
72,9,3,69,5
13,22,4,73,0
99,19,1,116,0
87,1,8,71,0
48,6,2,61,0
80,2,2,119,1
41,17,3,139,0
84,11,1,89,0
51,12,1,69,0
37,13,2,61,0
72,30,7,83,0
78,9,2,108,0
83,8,1,63,0
46,35,9,105,0
8,28,3,73,0
64,22,1,88,0
45,4,6,180,0
26,4,5,78,1
64,23,2,104,0
55,6,7,72,0
96,7,2,66,0
60,27,1,72,0
95,10,1,76,0
0,1,1,104,0
75,7,5,67,0
31,25,1,109,0
16,4,4,76,0
61,16,1,68,0
34,17,3,132,0
44,0,2,66,0
71,27,1,64,1
39,31,1,70,1
95,1,4,123,0
64,4,2,71,4
42,0,1,117,0
34,31,9,97,2
8,0,1,64,1
97,13,4,71,1
46,29,1,83,0
90,33,9,108,0
15,13,1,69,0
63,14,4,84,0
44,8,3,115,0
85,15,1,67,0
34,33,1,61,0
22,14,1,187,1
35,24,1,89,4
25,1,4,69,0
45,29,2,86,0
15,14,1,95,1
38,14,1,94,1
48,34,1,126,0
19,14,2,103,0
26,11,7,234,0
32,17,2,69,0
84,12,2,114,0
19,20,4,89,0
41,30,3,82,1
20,13,8,72,0
14,33,1,128,0
99,1,5,62,0
21,31,1,112,0
97,16,1,103,0
11,24,5,139,0
88,23,3,63,0
81,3,7,73,1
55,10,2,68,0
74,20,3,82,1
91,2,9,91,1
34,22,7,108,5
6,16,1,114,0
4,21,3,89,1
1,0,1,118,0
48,2,1,118,0
33,27,2,171,2
89,12,1,69,0
76,1,5,117,0
79,7,2,66,1
37,2,4,65,0
38,33,1,94,0
87,23,1,74,1
49,10,2,76,0
68,13,6,207,0
27,19,1,70,0
21,4,1,81,0
38,7,1,61,0
16,11,2,96,0
14,22,9,122,2
99,0,9,64,0
34,18,3,62,0
78,15,1,74,0
81,21,1,97,0
2,33,1,122,4
20,10,1,70,0
96,22,4,107,0
13,15,7,80,0
7,33,3,105,0
72,7,3,106,1
45,31,2,62,1
1,12,1,73,0
32,21,5,76,0
40,16,9,63,0
6,34,3,194,0
64,3,7,70,0
73,1,1,115,0
40,31,2,72,0
15,17,8,74,0
97,31,1,72,0
28,1,1,112,1
14,11,9,70,0
82,8,4,66,0
79,20,8,104,0
38,3,9,67,2
62,25,1,87,0
79,15,5,99,0
67,5,1,188,0
41,9,9,63,0
55,28,3,76,5
2,25,8,84,0
77,16,9,73,0
63,3,2,63,0
32,11,1,80,0
77,11,1,71,0
53,13,4,67,0
69,1,1,90,0
86,20,7,79,0
24,27,1,109,0
82,2,8,63,2
28,28,2,66,3
84,13,1,63,0
38,20,2,69,0
46,18,2,137,0
49,4,1,62,1
55,8,1,125,0
86,30,1,93,0
47,3,4,71,5
9,8,2,74,4
40,10,2,115,2
69,8,9,129,0
25,14,1,105,0
2,31,2,63,0
24,4,4,89,0
89,8,2,214,1
14,7,5,190,0
24,21,3,72,0
37,12,2,108,0
79,26,1,139,0
63,11,2,201,0
95,5,2,81,0
50,23,1,135,0
0,3,6,67,0
4,1,3,97,0
35,16,1,66,4
85,14,6,68,0
71,19,9,161,0
61,31,6,69,2
39,21,1,69,0
92,3,9,111,0
90,7,8,69,0
10,24,1,70,0
25,9,2,99,0
44,21,9,70,0
66,30,9,108,0
55,1,1,100,0
79,24,1,61,1
90,6,1,112,0
39,14,1,64,0
2,17,3,218,0
10,24,1,70,0
94,2,1,71,1
75,0,1,114,0
90,31,9,190,0
22,14,2,79,0
99,1,5,62,0
66,15,8,66,0
38,35,3,123,1
37,23,1,84,1
56,25,2,73,0
3,7,1,63,0
16,0,2,62,0
97,0,2,72,0
54,12,2,106,1
59,19,7,239,0
69,9,2,65,0
40,12,2,68,4
79,5,1,61,0
61,19,1,129,4
4,5,2,68,1
78,30,1,71,0
73,31,3,110,0
79,22,8,181,0
29,29,9,107,0
19,32,2,63,0
36,22,2,69,0
37,16,3,61,0
67,1,2,71,0
43,26,2,118,0
49,27,3,191,0
63,14,1,68,1
71,1,1,115,0
46,20,1,70,2
71,3,1,63,1
48,4,7,115,1
32,2,1,104,0
78,20,2,79,0
52,16,3,118,0
53,25,1,65,0
29,1,2,71,0
86,5,1,61,0
48,13,1,63,0
13,9,3,112,0
39,23,4,65,1
3,11,1,72,0
23,30,1,61,0
35,18,1,95,0
43,3,7,114,0
69,8,2,135,0
62,2,1,74,0
58,1,2,133,2
48,6,2,61,0
12,22,2,110,0
84,34,1,65,0
64,3,1,275,1
44,20,9,113,0
73,19,2,111,1
93,33,1,64,0
22,19,2,74,0
14,0,1,67,0
16,18,2,73,1
76,19,1,94,0
39,29,2,67,0
52,30,3,63,0
7,1,2,187,0
96,12,8,86,0
44,8,3,76,0
37,27,1,104,0
35,17,1,86,0
17,14,2,94,0
65,0,4,69,0
37,34,2,102,0
27,0,6,158,4
34,1,2,138,0
37,7,8,68,0
75,22,3,63,0
56,5,2,139,0
16,21,3,86,0
14,8,2,114,0
86,22,2,68,0
53,4,2,67,0
93,33,2,283,0
14,34,2,71,0
40,0,1,97,0
83,4,2,69,1
97,30,2,69,0
21,24,2,82,0
51,17,3,71,0
47,4,2,73,0
46,20,1,73,0
40,26,3,66,0
76,21,6,86,0
17,5,3,73,0
47,17,2,73,0
93,10,2,73,0
29,17,7,112,0
99,30,2,220,0
9,15,1,74,3
19,11,1,73,0
72,5,3,80,0
8,19,2,85,0
9,1,1,63,0
22,14,1,83,0
2,33,2,105,0
91,13,1,98,0
47,17,1,70,1
3,6,6,66,0
42,11,5,116,0
91,34,6,89,0
61,29,3,126,0
62,12,2,209,0
5,12,1,95,0
44,9,9,93,0
95,26,1,74,1
79,1,2,96,0
58,0,2,61,2
1,16,2,102,0
91,31,3,73,0
51,3,1,139,0
0,0,1,86,0
86,18,1,68,1
87,0,1,77,0
87,24,2,64,1
71,31,6,71,0
34,22,1,64,3
81,9,3,65,0
34,1,1,115,0
16,10,1,65,0
70,7,1,110,0
17,19,2,98,1
38,22,1,191,0
91,18,9,72,0
69,4,1,71,1
23,11,2,100,0
15,13,9,95,0
89,3,1,61,0
22,11,3,64,0
53,28,2,122,0
34,6,1,118,1
9,9,9,107,2
19,24,2,86,0
51,2,1,62,0
52,35,5,73,3
44,8,1,80,0
58,14,1,72,0
21,11,2,71,3
58,31,1,128,0
38,7,1,61,0
59,12,2,84,0
52,31,4,71,0
81,9,1,177,0
31,8,1,138,0
17,17,1,125,0
29,10,2,71,0
30,4,5,66,0
26,2,1,89,0
16,25,1,103,1
57,7,8,74,0
61,3,1,109,0
82,19,3,72,0
84,8,1,71,3
82,10,5,72,0
47,6,3,111,0
19,10,1,62,0
5,2,1,71,0
30,2,4,74,1
79,13,7,61,0
16,29,2,105,0
75,6,3,113,0
27,23,2,65,0
27,20,7,74,0
63,0,1,86,0
86,5,6,117,1
59,18,2,64,0
4,4,1,87,3
54,18,2,105,2
86,24,2,82,0
32,10,1,93,0
7,15,2,62,0
76,2,3,69,0
29,27,5,102,0
19,3,1,67,0
55,4,3,63,1
85,6,2,73,0
40,5,9,193,0
4,32,1,106,0
15,17,2,71,0
37,2,4,65,0
51,4,3,88,0
41,17,2,77,0
66,18,2,118,1
18,14,1,111,0
22,1,1,64,0
58,15,1,107,1
49,4,4,166,0
18,1,1,95,0
46,11,3,65,0
44,6,3,131,1
75,18,5,92,1
24,31,3,97,0
95,4,1,73,0
29,25,7,118,0
50,1,3,111,0
76,26,2,148,0
23,3,2,73,0
83,4,1,88,0
9,33,1,70,0
61,2,2,61,0
21,9,1,72,0
13,7,5,186,0
92,20,1,127,0
69,11,1,65,0
47,23,1,71,0
56,16,3,76,0
42,16,2,69,0
72,5,3,80,0
49,15,2,72,0
36,0,2,97,0
0,23,8,74,0
81,30,2,92,0
4,28,2,61,4
45,16,5,67,0
21,28,1,80,0
48,25,1,102,0
13,0,9,67,0
1,25,2,105,0
82,21,1,137,0
73,32,4,63,0
48,10,9,182,1
38,27,1,165,0
3,12,2,94,0
43,3,1,87,0
92,8,1,74,0
74,7,1,67,0
73,7,4,69,0
48,11,1,71,0
25,18,4,84,1
57,7,2,116,0
93,0,2,88,0
30,7,2,104,0
44,33,1,261,0
9,6,2,62,0
70,2,8,137,0
96,19,1,98,1
80,30,3,71,0
47,34,3,128,0
55,3,1,121,0
71,3,1,65,0
28,30,7,107,0
61,16,9,65,0
39,18,2,101,0
9,27,2,109,0
21,12,2,63,0
46,34,2,72,0
15,12,1,130,0
28,5,1,159,3
31,18,1,70,2
89,20,1,119,3
24,34,1,170,3
33,2,2,139,1
0,19,2,191,0
57,12,1,65,3
45,18,5,73,0
81,9,3,65,0
50,35,2,67,2
98,16,4,72,0
68,3,1,74,0
53,14,4,72,0
44,7,2,67,0
42,10,1,132,0
73,5,2,74,0
31,32,3,62,0
76,12,2,116,1
20,16,1,100,0
74,11,1,70,0
68,34,2,98,0
91,25,1,83,4
22,12,6,73,0
41,2,1,117,0
3,9,2,63,0
19,6,2,104,0
87,33,1,98,1
21,35,7,72,0
87,22,8,108,0
63,5,6,131,1
38,14,1,94,1
58,0,1,66,4
62,6,1,110,0
44,7,4,106,0
32,28,9,61,1
4,25,3,76,0
1,17,2,157,0
61,25,5,112,0
45,23,5,106,0
59,4,2,126,0
11,13,1,64,0
18,11,2,62,4
30,15,1,77,3
57,26,9,62,4
67,0,5,186,2
44,13,9,106,0
27,14,2,82,2
40,1,2,97,0
42,11,5,116,0
67,19,2,139,0
75,19,2,92,2
2,12,6,132,0
30,33,3,99,0
8,20,1,130,0
45,11,1,62,0
21,17,4,100,2
34,6,1,124,0
34,19,9,79,0
59,0,2,62,0
92,24,2,187,1
44,3,3,108,0
44,11,1,62,0
66,32,7,64,0
13,23,8,72,0
40,6,2,112,1
17,7,2,66,1
4,21,3,88,0
1,16,1,95,0
52,0,2,119,2
67,22,1,70,3
73,4,1,69,0
73,25,3,65,0
56,7,2,72,1
7,27,4,109,1
9,23,8,69,1
16,10,2,118,0
66,33,6,90,1
31,0,6,87,1
96,22,1,63,0
22,4,2,100,1
69,5,1,74,0
21,3,2,110,1
53,1,3,100,0
11,0,5,167,0
31,23,7,79,0
67,32,2,113,0
68,11,2,70,0
12,10,7,69,0
63,4,2,70,0
62,33,1,92,2
41,19,9,95,1
65,28,2,72,1
19,31,1,64,3
7,3,2,92,0
69,13,1,117,0
70,1,1,118,0
48,10,1,112,0
8,9,3,119,0
29,7,1,108,0
1,7,7,67,0
10,26,1,62,0
23,9,1,90,0
64,17,3,73,0
69,1,2,95,0
11,6,1,73,0
44,11,3,115,0
63,14,4,205,0
82,29,2,114,0
99,10,3,64,2
73,24,2,72,0
41,28,8,74,0
80,22,9,125,0
84,9,3,65,0
56,15,2,105,0
34,18,5,188,0
72,16,1,84,0
71,19,8,97,0
7,13,5,154,0
83,1,1,101,4
90,18,2,67,0
61,15,2,74,0
45,35,1,68,0
25,29,1,101,0
24,17,2,94,0
28,0,3,104,0
59,2,1,73,0
40,24,9,183,0
90,29,4,238,1
30,32,7,66,0
27,25,3,141,0
49,24,6,104,0
59,35,1,64,0
53,5,2,73,0
26,30,2,68,0
20,5,7,109,4
14,25,2,115,0
24,21,2,61,0
63,15,8,107,0
96,30,2,80,0
75,15,1,67,3
23,6,2,92,3
26,5,2,69,0
80,8,1,63,1
16,7,7,119,0
11,13,1,68,0
67,31,1,80,0
59,32,2,89,0
88,15,3,80,0
50,8,1,103,0
42,20,2,68,0
11,23,3,77,0
71,9,3,72,0
84,2,1,125,0
38,29,7,61,0
79,11,2,103,1
62,28,4,96,0
37,34,3,102,0
76,31,2,66,0
17,0,8,114,0
15,17,2,71,0
33,14,9,61,0
46,21,2,115,0
51,11,1,70,0
1,9,6,68,0
32,8,6,122,0
90,17,1,66,0
43,27,3,64,0
15,17,2,71,0
54,29,1,119,2
32,3,1,71,0
44,16,3,91,4
86,11,3,127,0
54,4,2,74,0
26,13,2,63,0
71,23,2,81,0
3,33,1,179,0
93,12,3,112,0
26,28,2,70,0
1,10,2,68,0
41,4,1,71,0
20,13,5,95,0
39,1,1,94,0
50,11,1,61,0
45,4,2,129,0
66,7,6,114,0
5,25,1,153,0
72,15,2,67,0
74,34,1,103,0
55,7,5,66,0
1,22,2,73,0
46,28,2,188,0
80,25,2,80,0
85,28,2,73,0
74,15,1,87,0
31,0,9,68,0
61,1,1,61,0
44,3,3,108,0
27,6,9,83,0
92,22,2,108,0
13,32,2,62,0
77,16,2,66,0
45,19,3,93,0
72,3,1,83,3
79,0,1,71,0
10,30,2,93,1
49,6,2,81,0
44,26,1,74,0
84,18,2,90,0
30,31,5,71,0
90,14,3,107,0
57,7,3,61,0
11,20,1,138,0
54,6,1,126,0
6,9,3,71,0
82,19,3,67,1
50,20,2,69,0
79,3,1,103,1
61,28,2,90,0
3,13,2,137,0
1,9,1,65,0
55,10,2,115,0
17,3,2,67,0
37,21,2,69,1
94,22,2,61,0
59,31,7,109,0
10,17,7,96,0
58,12,2,64,0
61,5,2,86,3
47,0,2,105,0
76,25,2,106,5
21,18,1,139,0
13,35,2,67,1
12,12,2,70,0
27,17,8,103,0
47,16,3,70,0
70,29,1,80,0
99,16,3,68,0
41,22,2,73,3
68,7,6,65,0
33,26,2,66,0
38,28,3,80,0
63,13,2,98,0
63,11,1,61,0
55,10,2,115,0
27,23,1,65,0
76,6,1,85,0
57,5,1,102,0
56,5,1,83,0
18,26,1,133,0
56,7,4,115,1
17,11,1,106,0
31,0,6,61,0
10,18,2,122,0
28,3,1,103,0
47,25,2,114,0
17,11,4,94,0
0,32,1,77,0
93,7,2,199,0
64,2,2,62,0
2,23,4,83,0
94,12,2,70,0
70,2,2,68,0
13,13,1,119,0
83,13,2,133,0
30,8,8,68,1
18,9,1,107,0
25,17,7,71,0
63,4,1,93,0
40,0,1,97,0
46,6,1,77,0
91,29,6,68,0
37,34,6,68,0
50,28,5,99,1
31,0,2,61,0
19,19,9,89,0
0,6,1,112,0
91,7,4,118,0
30,31,3,68,1
63,12,1,71,5
37,21,4,81,0
52,15,2,70,0
92,28,3,109,1
81,1,2,80,2
50,17,9,228,0
21,29,1,71,0
17,27,1,97,0
35,16,1,66,4
79,22,8,181,0
88,20,6,62,0
97,11,1,136,0
5,25,1,73,0
62,13,9,83,0
62,7,2,196,0
87,6,1,68,0
65,21,1,107,0
66,32,2,113,0
37,2,9,111,0
50,22,1,79,0
60,24,1,83,0
74,31,3,109,0
85,4,1,111,3
4,13,7,129,0
79,35,3,104,0
4,6,7,66,0
70,2,1,69,1
67,18,2,93,0
22,2,2,86,1
47,4,2,73,0
65,3,3,107,0
2,9,3,74,0
83,31,1,118,0
39,5,8,74,0
4,15,1,69,0
26,15,3,65,0
54,35,2,123,0
36,16,2,100,0
28,35,1,74,0
88,6,1,62,0
61,12,6,72,0
61,6,1,94,0
94,28,1,79,0
10,4,2,146,0
94,26,4,108,0
61,12,6,72,0
70,6,4,79,0
91,9,4,97,0
34,30,2,63,0
38,18,3,105,1
15,14,6,134,0
29,30,1,62,1
93,16,1,65,0
22,3,1,105,0
52,6,8,71,0
3,9,2,68,0
41,21,4,114,0
51,23,3,91,0
44,17,7,73,0
10,7,1,69,0
75,6,3,128,0
70,8,1,67,1
6,17,1,64,0
66,1,2,97,0
52,27,1,74,0
58,33,3,74,0
34,6,2,190,2
41,34,5,119,0
89,13,2,102,0
44,15,2,110,0
90,11,1,177,0
83,16,8,87,0
11,25,5,66,4
64,7,1,66,0
2,19,2,66,0
37,23,1,117,1
21,11,1,118,0
87,5,1,121,0
69,26,4,71,0
53,25,2,65,0
76,33,1,111,0
86,6,1,189,0
65,13,5,69,1
76,35,1,103,0
48,24,1,72,0
6,0,4,117,0
28,21,3,64,0
2,30,2,73,1
30,0,2,84,1
10,20,2,110,0
71,23,1,109,1
71,9,3,72,0
65,10,4,63,0
46,3,3,102,0
41,18,1,86,0
40,33,2,72,0
55,16,1,61,0
65,2,3,70,0
25,6,2,68,0
40,3,3,72,0
23,8,1,65,0
36,10,6,84,0
12,32,3,70,0
13,31,1,63,0
63,1,1,195,1
56,20,1,109,0
31,4,7,117,0
45,22,1,71,0
71,6,1,66,2
81,16,6,68,0
50,18,1,105,0
56,1,2,68,1
80,0,1,131,0
31,34,3,85,0
27,19,3,64,1
72,17,8,76,0
86,33,3,122,0
92,7,4,65,0
50,5,2,242,0
82,8,1,70,0
34,28,2,102,4
2,18,1,81,2
74,20,2,115,0
48,31,2,69,0
16,14,2,90,3
14,17,1,61,1
22,30,3,113,0
29,27,1,85,0
74,16,2,68,0
66,26,2,104,0
77,7,2,80,0
26,15,2,107,0
62,13,9,83,0
2,34,4,73,0
66,19,2,70,1
53,21,2,69,0
95,18,1,66,2
32,27,2,182,0
42,11,5,116,0
76,12,1,106,0
19,26,8,82,3
34,28,6,128,0
58,17,3,110,2
50,1,1,98,1
25,18,3,109,0
55,0,1,68,0
47,8,1,65,0
55,33,1,124,0
93,12,3,112,0
55,2,1,87,0
2,11,1,63,0
88,26,2,91,0
86,2,2,101,0
95,27,6,73,1
66,26,6,129,3
88,8,7,83,0
98,3,1,98,0
6,0,2,111,0
13,1,2,126,0
57,26,1,95,1
73,2,2,76,3
50,16,2,89,0
54,3,1,95,0
48,18,4,135,0
28,19,1,83,0
68,13,1,74,0
92,3,1,69,0
63,1,2,64,0
62,20,2,114,0
48,5,1,63,1
81,21,2,94,0
64,19,2,113,0
42,1,5,79,0
51,28,3,181,0
84,17,3,64,0
94,6,5,103,0
4,23,1,82,0
56,5,2,139,0
14,11,3,76,4
45,32,2,160,0
95,6,3,82,0
23,8,2,74,0
73,2,5,122,0
88,18,3,86,0
24,27,2,112,0
70,32,8,138,3
36,16,5,116,2
75,4,2,253,0
44,18,3,64,2
62,35,1,65,3
12,13,9,125,0
73,7,7,116,1
21,3,3,112,3
75,3,2,97,0
34,31,1,96,0
8,18,1,88,2
24,24,2,81,1
98,29,2,70,4
78,3,3,63,0
89,6,1,73,3
36,1,8,100,0
34,14,3,105,0
56,25,5,67,0
24,34,1,99,0
46,2,3,90,1
45,20,9,92,1
37,18,8,64,5
49,25,8,104,0
